tanggal,nama_pasar,komoditas,harga
2021-01-16,"Pasar Mampang Prapatan","Tomat Buah",12000
2021-01-17,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-18,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-19,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-20,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-21,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-22,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-23,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-24,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-25,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-26,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-27,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-28,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-29,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-30,"Pasar Mampang Prapatan","Tomat Buah",14000
2021-01-31,"Pasar Mampang Prapatan","Tomat Buah",
2021-01-01,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-02,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-03,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-04,"Pasar Mampang Prapatan","Kelapa Kupas",10000
2021-01-05,"Pasar Mampang Prapatan","Kelapa Kupas",10000
2021-01-06,"Pasar Mampang Prapatan","Kelapa Kupas",10000
2021-01-07,"Pasar Mampang Prapatan","Kelapa Kupas",10000
2021-01-08,"Pasar Mampang Prapatan","Kelapa Kupas",10000
2021-01-09,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-10,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-11,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-12,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-13,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-14,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-15,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-16,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-17,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-18,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-19,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-20,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-21,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-22,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-23,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-24,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-25,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-26,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-27,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-28,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-29,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-30,"Pasar Mampang Prapatan","Kelapa Kupas",9000
2021-01-31,"Pasar Mampang Prapatan","Kelapa Kupas",
2021-01-01,"Pasar Mampang Prapatan",Semangka,10000
2021-01-02,"Pasar Mampang Prapatan",Semangka,10000
2021-01-03,"Pasar Mampang Prapatan",Semangka,10000
2021-01-04,"Pasar Mampang Prapatan",Semangka,10000
2021-01-05,"Pasar Mampang Prapatan",Semangka,10000
2021-01-06,"Pasar Mampang Prapatan",Semangka,10000
2021-01-07,"Pasar Mampang Prapatan",Semangka,10000
2021-01-08,"Pasar Mampang Prapatan",Semangka,10000
2021-01-09,"Pasar Mampang Prapatan",Semangka,10000
2021-01-10,"Pasar Mampang Prapatan",Semangka,10000
2021-01-11,"Pasar Mampang Prapatan",Semangka,10000
2021-01-12,"Pasar Mampang Prapatan",Semangka,10000
2021-01-13,"Pasar Mampang Prapatan",Semangka,10000
2021-01-14,"Pasar Mampang Prapatan",Semangka,10000
2021-01-15,"Pasar Mampang Prapatan",Semangka,10000
2021-01-16,"Pasar Mampang Prapatan",Semangka,10000
2021-01-17,"Pasar Mampang Prapatan",Semangka,10000
2021-01-18,"Pasar Mampang Prapatan",Semangka,10000
2021-01-19,"Pasar Mampang Prapatan",Semangka,10000
2021-01-20,"Pasar Mampang Prapatan",Semangka,10000
2021-01-21,"Pasar Mampang Prapatan",Semangka,10000
2021-01-22,"Pasar Mampang Prapatan",Semangka,10000
2021-01-23,"Pasar Mampang Prapatan",Semangka,12000
2021-01-24,"Pasar Mampang Prapatan",Semangka,12000
2021-01-25,"Pasar Mampang Prapatan",Semangka,12000
2021-01-26,"Pasar Mampang Prapatan",Semangka,12000
2021-01-27,"Pasar Mampang Prapatan",Semangka,12000
2021-01-28,"Pasar Mampang Prapatan",Semangka,12000
2021-01-29,"Pasar Mampang Prapatan",Semangka,12000
2021-01-30,"Pasar Mampang Prapatan",Semangka,12000
2021-01-31,"Pasar Mampang Prapatan",Semangka,
2021-01-01,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-02,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-03,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-04,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-05,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-06,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-07,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-08,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-09,"Pasar Mampang Prapatan","Jeruk Medan",28000
2021-01-10,"Pasar Mampang Prapatan","Jeruk Medan",28000
2021-01-11,"Pasar Mampang Prapatan","Jeruk Medan",28000
2021-01-12,"Pasar Mampang Prapatan","Jeruk Medan",28000
2021-01-13,"Pasar Mampang Prapatan","Jeruk Medan",28000
2021-01-14,"Pasar Mampang Prapatan","Jeruk Medan",28000
2021-01-15,"Pasar Mampang Prapatan","Jeruk Medan",28000
2021-01-16,"Pasar Mampang Prapatan","Jeruk Medan",28000
2021-01-17,"Pasar Mampang Prapatan","Jeruk Medan",28000
2021-01-18,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-19,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-20,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-21,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-22,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-23,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-24,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-25,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-26,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-27,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-28,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-29,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-30,"Pasar Mampang Prapatan","Jeruk Medan",25000
2021-01-31,"Pasar Mampang Prapatan","Jeruk Medan",
2021-01-01,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-02,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-03,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-04,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-05,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-06,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-07,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-08,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-09,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-10,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-11,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-12,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-13,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-14,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-15,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-16,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-17,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-18,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-19,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-20,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-21,"Pasar Mampang Prapatan","Daging Kambing",110000
2021-01-22,"Pasar Mampang Prapatan","Daging Kambing",130000
2021-01-23,"Pasar Mampang Prapatan","Daging Kambing",130000
2021-01-24,"Pasar Mampang Prapatan","Daging Kambing",130000
2021-01-25,"Pasar Mampang Prapatan","Daging Kambing",130000
2021-01-26,"Pasar Mampang Prapatan","Daging Kambing",130000
2021-01-27,"Pasar Mampang Prapatan","Daging Kambing",130000
2021-01-28,"Pasar Mampang Prapatan","Daging Kambing",130000
2021-01-29,"Pasar Mampang Prapatan","Daging Kambing",130000
2021-01-30,"Pasar Mampang Prapatan","Daging Kambing",130000
2021-01-31,"Pasar Mampang Prapatan","Daging Kambing",
2021-01-01,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-02,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-03,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-04,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-05,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-06,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-07,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-08,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-09,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-10,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-11,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-12,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-13,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-14,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-15,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-16,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-17,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-18,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-19,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-20,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-21,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-22,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-23,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-24,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-25,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-26,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-27,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-28,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-29,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-30,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-31,"Pasar Mampang Prapatan","Daging Babi Berlemak",
2021-01-01,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-02,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-03,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-04,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-05,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-06,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-07,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-08,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-09,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-10,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-11,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-12,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-13,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-14,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-15,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-16,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-17,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-18,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-19,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-20,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-21,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-22,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-23,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-24,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-25,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-26,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-27,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-28,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-29,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-30,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",28000
2021-01-31,"Pasar Mampang Prapatan","Ikan Bandeng (sedang)",
2021-01-01,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-02,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-03,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-04,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-05,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-06,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-07,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-08,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-09,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-10,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-11,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-12,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-13,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-14,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-15,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-16,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-17,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-18,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-19,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-20,"Pasar Mampang Prapatan","Ikan Mas",38000
2021-01-21,"Pasar Mampang Prapatan","Ikan Mas",38000
2021-01-22,"Pasar Mampang Prapatan","Ikan Mas",38000
2021-01-23,"Pasar Mampang Prapatan","Ikan Mas",38000
2021-01-24,"Pasar Mampang Prapatan","Ikan Mas",38000
2021-01-25,"Pasar Mampang Prapatan","Ikan Mas",38000
2021-01-26,"Pasar Mampang Prapatan","Ikan Mas",38000
2021-01-27,"Pasar Mampang Prapatan","Ikan Mas",38000
2021-01-28,"Pasar Mampang Prapatan","Ikan Mas",35000
2021-01-29,"Pasar Mampang Prapatan","Ikan Mas",38000
2021-01-30,"Pasar Mampang Prapatan","Ikan Mas",38000
2021-01-31,"Pasar Mampang Prapatan","Ikan Mas",
2021-01-01,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-02,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-03,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-04,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-05,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-06,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-07,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-08,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-09,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-10,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-11,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-12,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-13,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-14,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-15,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-16,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-17,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-18,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-19,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-20,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-21,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-22,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-23,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-24,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-25,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-26,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-27,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-28,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-29,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-30,"Pasar Mampang Prapatan","Ikan Lele",25000
2021-01-31,"Pasar Mampang Prapatan","Ikan Lele",
2021-01-01,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-02,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-03,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-04,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-05,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-06,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-07,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-08,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-09,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-10,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-11,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-12,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-13,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-14,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-15,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-16,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-17,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-18,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-19,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-20,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-21,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-22,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-23,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-24,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-25,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-26,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-27,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-28,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-29,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-30,"Pasar Mampang Prapatan","Gas Elpiji 3kg",22000
2021-01-31,"Pasar Mampang Prapatan","Gas Elpiji 3kg",
2021-01-01,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-02,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-03,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-04,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-05,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-06,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-07,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-08,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-09,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-10,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-11,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-12,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-13,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-14,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-15,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-16,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-17,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-18,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-19,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-20,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-21,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-22,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-23,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-24,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-25,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-26,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-27,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-28,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-29,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-30,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",45000
2021-01-31,"Pasar Mampang Prapatan","Susu Bubuk Bendera 400gr",
2021-01-01,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-02,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-03,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-04,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-05,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-06,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-07,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-08,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-09,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-10,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-11,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-12,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-13,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-14,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-15,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-16,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-17,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-18,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-19,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-20,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-21,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-22,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-23,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-24,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-25,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-26,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-27,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-28,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-29,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-30,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",55000
2021-01-31,"Pasar Mampang Prapatan","Susu Bubuk Dancow 400gr",
2021-01-01,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-02,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-03,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-04,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-05,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-06,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-07,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-08,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-09,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-10,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-11,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-12,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-13,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-14,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-15,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-16,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-17,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-18,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-19,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-20,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-21,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-22,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-23,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-24,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-25,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-26,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-27,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-28,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-29,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
2021-01-30,"Pasar Mampang Prapatan","Susu Kental Bendera 200gr",11000
