tanggal,nama_pasar,komoditas,harga
2021-01-28,"Pasar Cengkareng","Beras IR. II (IR 64) Ramos",
2021-01-29,"Pasar Cengkareng","Beras IR. II (IR 64) Ramos",
2021-01-30,"Pasar Cengkareng","Beras IR. II (IR 64) Ramos",
2021-01-31,"Pasar Cengkareng","Beras IR. II (IR 64) Ramos",
2021-01-01,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-02,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-03,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-04,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-05,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-06,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-07,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-08,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-09,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-10,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-11,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-12,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-13,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-14,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-15,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-16,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-17,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-18,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-19,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-20,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-21,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-22,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-23,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-24,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-25,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-26,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-27,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-28,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-29,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-30,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-31,"Pasar Cengkareng","Beras IR. III (IR 64)",
2021-01-01,"Pasar Cengkareng","Beras Muncul .I",
2021-01-02,"Pasar Cengkareng","Beras Muncul .I",
2021-01-03,"Pasar Cengkareng","Beras Muncul .I",
2021-01-04,"Pasar Cengkareng","Beras Muncul .I",
2021-01-05,"Pasar Cengkareng","Beras Muncul .I",
2021-01-06,"Pasar Cengkareng","Beras Muncul .I",
2021-01-07,"Pasar Cengkareng","Beras Muncul .I",
2021-01-08,"Pasar Cengkareng","Beras Muncul .I",
2021-01-09,"Pasar Cengkareng","Beras Muncul .I",
2021-01-10,"Pasar Cengkareng","Beras Muncul .I",
2021-01-11,"Pasar Cengkareng","Beras Muncul .I",
2021-01-12,"Pasar Cengkareng","Beras Muncul .I",
2021-01-13,"Pasar Cengkareng","Beras Muncul .I",
2021-01-14,"Pasar Cengkareng","Beras Muncul .I",
2021-01-15,"Pasar Cengkareng","Beras Muncul .I",
2021-01-16,"Pasar Cengkareng","Beras Muncul .I",
2021-01-17,"Pasar Cengkareng","Beras Muncul .I",
2021-01-18,"Pasar Cengkareng","Beras Muncul .I",
2021-01-19,"Pasar Cengkareng","Beras Muncul .I",
2021-01-20,"Pasar Cengkareng","Beras Muncul .I",
2021-01-21,"Pasar Cengkareng","Beras Muncul .I",
2021-01-22,"Pasar Cengkareng","Beras Muncul .I",
2021-01-23,"Pasar Cengkareng","Beras Muncul .I",
2021-01-24,"Pasar Cengkareng","Beras Muncul .I",
2021-01-25,"Pasar Cengkareng","Beras Muncul .I",
2021-01-26,"Pasar Cengkareng","Beras Muncul .I",
2021-01-27,"Pasar Cengkareng","Beras Muncul .I",
2021-01-28,"Pasar Cengkareng","Beras Muncul .I",
2021-01-29,"Pasar Cengkareng","Beras Muncul .I",
2021-01-30,"Pasar Cengkareng","Beras Muncul .I",
2021-01-31,"Pasar Cengkareng","Beras Muncul .I",
2021-01-01,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-02,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-03,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-04,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-05,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-06,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-07,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-08,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-09,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-10,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-11,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-12,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-13,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-14,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-15,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-16,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-17,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-18,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-19,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-20,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-21,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-22,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-23,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-24,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-25,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-26,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-27,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-28,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-29,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-30,"Pasar Cengkareng","Beras IR 42/Pera",12000
2021-01-31,"Pasar Cengkareng","Beras IR 42/Pera",
2021-01-01,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-02,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-03,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-04,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-05,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-06,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-07,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-08,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-09,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-10,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-11,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-12,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-13,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-14,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-15,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-16,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-17,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-18,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-19,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-20,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-21,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-22,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-23,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-24,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-25,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-26,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-27,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-28,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-29,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-30,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-31,"Pasar Cengkareng","Beras Setra I/Premium",
2021-01-01,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-02,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-03,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-04,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-05,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-06,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-07,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-08,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-09,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-10,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-11,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-12,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-13,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-14,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-15,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-16,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-17,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-18,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-19,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-20,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-21,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-22,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-23,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-24,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-25,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-26,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-27,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-28,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-29,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-30,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",15000
2021-01-31,"Pasar Cengkareng","Minyak Goreng (Kuning/Curah)",
2021-01-01,"Pasar Cengkareng","Cabe Merah Keriting",70000
2021-01-02,"Pasar Cengkareng","Cabe Merah Keriting",70000
2021-01-03,"Pasar Cengkareng","Cabe Merah Keriting",70000
2021-01-04,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-05,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-06,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-07,"Pasar Cengkareng","Cabe Merah Keriting",80000
2021-01-08,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-09,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-10,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-11,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-12,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-13,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-14,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-15,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-16,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-17,"Pasar Cengkareng","Cabe Merah Keriting",60000
2021-01-18,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-19,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-20,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-21,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-22,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-23,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-24,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-25,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-26,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-27,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-28,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-29,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-30,"Pasar Cengkareng","Cabe Merah Keriting",55000
2021-01-31,"Pasar Cengkareng","Cabe Merah Keriting",
2021-01-01,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-02,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-03,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-04,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-05,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-06,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-07,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-08,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-09,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-10,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-11,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-12,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-13,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-14,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-15,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-16,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-17,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-18,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-19,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-20,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-21,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-22,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-23,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-24,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-25,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-26,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-27,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-28,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-29,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-30,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-31,"Pasar Cengkareng","Cabe Merah Besar (TW)",
2021-01-01,"Pasar Cengkareng","Cabe Rawit Merah",60000
2021-01-02,"Pasar Cengkareng","Cabe Rawit Merah",60000
2021-01-03,"Pasar Cengkareng","Cabe Rawit Merah",60000
2021-01-04,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-05,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-06,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-07,"Pasar Cengkareng","Cabe Rawit Merah",60000
2021-01-08,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-09,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-10,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-11,"Pasar Cengkareng","Cabe Rawit Merah",90000
2021-01-12,"Pasar Cengkareng","Cabe Rawit Merah",90000
2021-01-13,"Pasar Cengkareng","Cabe Rawit Merah",90000
2021-01-14,"Pasar Cengkareng","Cabe Rawit Merah",90000
2021-01-15,"Pasar Cengkareng","Cabe Rawit Merah",90000
2021-01-16,"Pasar Cengkareng","Cabe Rawit Merah",90000
2021-01-17,"Pasar Cengkareng","Cabe Rawit Merah",90000
2021-01-18,"Pasar Cengkareng","Cabe Rawit Merah",85000
2021-01-19,"Pasar Cengkareng","Cabe Rawit Merah",85000
2021-01-20,"Pasar Cengkareng","Cabe Rawit Merah",85000
2021-01-21,"Pasar Cengkareng","Cabe Rawit Merah",85000
2021-01-22,"Pasar Cengkareng","Cabe Rawit Merah",85000
2021-01-23,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-24,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-25,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-26,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-27,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-28,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-29,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-30,"Pasar Cengkareng","Cabe Rawit Merah",80000
2021-01-31,"Pasar Cengkareng","Cabe Rawit Merah",
2021-01-01,"Pasar Cengkareng","Cabe Rawit Hijau",45000
2021-01-02,"Pasar Cengkareng","Cabe Rawit Hijau",45000
2021-01-03,"Pasar Cengkareng","Cabe Rawit Hijau",45000
2021-01-04,"Pasar Cengkareng","Cabe Rawit Hijau",65000
2021-01-05,"Pasar Cengkareng","Cabe Rawit Hijau",65000
2021-01-06,"Pasar Cengkareng","Cabe Rawit Hijau",65000
2021-01-07,"Pasar Cengkareng","Cabe Rawit Hijau",65000
2021-01-08,"Pasar Cengkareng","Cabe Rawit Hijau",65000
2021-01-09,"Pasar Cengkareng","Cabe Rawit Hijau",65000
2021-01-10,"Pasar Cengkareng","Cabe Rawit Hijau",65000
2021-01-11,"Pasar Cengkareng","Cabe Rawit Hijau",65000
2021-01-12,"Pasar Cengkareng","Cabe Rawit Hijau",65000
2021-01-13,"Pasar Cengkareng","Cabe Rawit Hijau",65000
2021-01-14,"Pasar Cengkareng","Cabe Rawit Hijau",70000
2021-01-15,"Pasar Cengkareng","Cabe Rawit Hijau",70000
2021-01-16,"Pasar Cengkareng","Cabe Rawit Hijau",65000
2021-01-17,"Pasar Cengkareng","Cabe Rawit Hijau",65000
2021-01-18,"Pasar Cengkareng","Cabe Rawit Hijau",80000
2021-01-19,"Pasar Cengkareng","Cabe Rawit Hijau",80000
2021-01-20,"Pasar Cengkareng","Cabe Rawit Hijau",80000
2021-01-21,"Pasar Cengkareng","Cabe Rawit Hijau",80000
2021-01-22,"Pasar Cengkareng","Cabe Rawit Hijau",80000
2021-01-23,"Pasar Cengkareng","Cabe Rawit Hijau",85000
2021-01-24,"Pasar Cengkareng","Cabe Rawit Hijau",85000
2021-01-25,"Pasar Cengkareng","Cabe Rawit Hijau",90000
2021-01-26,"Pasar Cengkareng","Cabe Rawit Hijau",90000
2021-01-27,"Pasar Cengkareng","Cabe Rawit Hijau",90000
2021-01-28,"Pasar Cengkareng","Cabe Rawit Hijau",90000
2021-01-29,"Pasar Cengkareng","Cabe Rawit Hijau",90000
2021-01-30,"Pasar Cengkareng","Cabe Rawit Hijau",90000
2021-01-31,"Pasar Cengkareng","Cabe Rawit Hijau",
2021-01-01,"Pasar Cengkareng","Bawang Merah",35000
2021-01-02,"Pasar Cengkareng","Bawang Merah",35000
2021-01-03,"Pasar Cengkareng","Bawang Merah",35000
2021-01-04,"Pasar Cengkareng","Bawang Merah",35000
2021-01-05,"Pasar Cengkareng","Bawang Merah",35000
2021-01-06,"Pasar Cengkareng","Bawang Merah",35000
2021-01-07,"Pasar Cengkareng","Bawang Merah",35000
2021-01-08,"Pasar Cengkareng","Bawang Merah",35000
2021-01-09,"Pasar Cengkareng","Bawang Merah",35000
2021-01-10,"Pasar Cengkareng","Bawang Merah",35000
2021-01-11,"Pasar Cengkareng","Bawang Merah",35000
2021-01-12,"Pasar Cengkareng","Bawang Merah",35000
2021-01-13,"Pasar Cengkareng","Bawang Merah",35000
2021-01-14,"Pasar Cengkareng","Bawang Merah",35000
2021-01-15,"Pasar Cengkareng","Bawang Merah",35000
2021-01-16,"Pasar Cengkareng","Bawang Merah",35000
2021-01-17,"Pasar Cengkareng","Bawang Merah",35000
2021-01-18,"Pasar Cengkareng","Bawang Merah",35000
2021-01-19,"Pasar Cengkareng","Bawang Merah",35000
2021-01-20,"Pasar Cengkareng","Bawang Merah",35000
2021-01-21,"Pasar Cengkareng","Bawang Merah",35000
2021-01-22,"Pasar Cengkareng","Bawang Merah",35000
2021-01-23,"Pasar Cengkareng","Bawang Merah",35000
2021-01-24,"Pasar Cengkareng","Bawang Merah",35000
2021-01-25,"Pasar Cengkareng","Bawang Merah",35000
2021-01-26,"Pasar Cengkareng","Bawang Merah",35000
2021-01-27,"Pasar Cengkareng","Bawang Merah",35000
2021-01-28,"Pasar Cengkareng","Bawang Merah",35000
2021-01-29,"Pasar Cengkareng","Bawang Merah",35000
2021-01-30,"Pasar Cengkareng","Bawang Merah",35000
2021-01-31,"Pasar Cengkareng","Bawang Merah",
2021-01-01,"Pasar Cengkareng","Bawang Putih",25000
2021-01-02,"Pasar Cengkareng","Bawang Putih",25000
2021-01-03,"Pasar Cengkareng","Bawang Putih",25000
2021-01-04,"Pasar Cengkareng","Bawang Putih",25000
2021-01-05,"Pasar Cengkareng","Bawang Putih",25000
2021-01-06,"Pasar Cengkareng","Bawang Putih",25000
2021-01-07,"Pasar Cengkareng","Bawang Putih",25000
2021-01-08,"Pasar Cengkareng","Bawang Putih",25000
2021-01-09,"Pasar Cengkareng","Bawang Putih",25000
2021-01-10,"Pasar Cengkareng","Bawang Putih",25000
2021-01-11,"Pasar Cengkareng","Bawang Putih",25000
2021-01-12,"Pasar Cengkareng","Bawang Putih",25000
2021-01-13,"Pasar Cengkareng","Bawang Putih",25000
2021-01-14,"Pasar Cengkareng","Bawang Putih",25000
2021-01-15,"Pasar Cengkareng","Bawang Putih",25000
2021-01-16,"Pasar Cengkareng","Bawang Putih",25000
2021-01-17,"Pasar Cengkareng","Bawang Putih",25000
2021-01-18,"Pasar Cengkareng","Bawang Putih",25000
2021-01-19,"Pasar Cengkareng","Bawang Putih",25000
2021-01-20,"Pasar Cengkareng","Bawang Putih",25000
2021-01-21,"Pasar Cengkareng","Bawang Putih",25000
2021-01-22,"Pasar Cengkareng","Bawang Putih",25000
2021-01-23,"Pasar Cengkareng","Bawang Putih",25000
2021-01-24,"Pasar Cengkareng","Bawang Putih",25000
2021-01-25,"Pasar Cengkareng","Bawang Putih",25000
2021-01-26,"Pasar Cengkareng","Bawang Putih",25000
2021-01-27,"Pasar Cengkareng","Bawang Putih",25000
2021-01-28,"Pasar Cengkareng","Bawang Putih",25000
2021-01-29,"Pasar Cengkareng","Bawang Putih",25000
2021-01-30,"Pasar Cengkareng","Bawang Putih",25000
2021-01-31,"Pasar Cengkareng","Bawang Putih",
2021-01-01,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-02,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-03,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-04,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-05,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-06,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-07,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-08,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-09,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-10,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-11,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-12,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-13,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-14,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-15,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-16,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-17,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-18,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-19,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-20,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-21,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-22,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-23,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-24,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-25,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-26,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-27,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-28,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-29,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-30,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",120000
2021-01-31,"Pasar Cengkareng","Daging Sapi Has (Paha Belakang)",
2021-01-01,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-02,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-03,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-04,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-05,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-06,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-07,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-08,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-09,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-10,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-11,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-12,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-13,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-14,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-15,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-16,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-17,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-18,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-19,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-20,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-21,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-22,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-23,"Pasar Cengkareng","Daging Sapi Murni (Semur)",120000
2021-01-24,"Pasar Cengkareng","Daging Sapi Murni (Semur)",120000
2021-01-25,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-26,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-27,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-28,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
2021-01-29,"Pasar Cengkareng","Daging Sapi Murni (Semur)",110000
